,REF_INTERNAL,REF_TENDER,LOT_NUMBER,SUBLOT_NUMBER,PRODUCT,LOT_DESCRIPTION,LOT_DESCRIPTION_ORIGINAL,PRODUCT_REF_REQUESTED/SUPPLIER,TOTAL_QTY,YEARLY_QTY,UOM,TENDER_LOT_PRICE,TENDER_UNIT_PRICE,TENDER_CURRENCY,LOT_PRICE,WINNING_UNIT_PRICE,WINNING_PRICE_USD,WINNER,DQ_REASON
50,0005,507730-2018,26,,set-craniotomy,"1. Material disposable  sterile  made of ≥ 2 layers: the upper layer absorbs fluids well and is made of non-woven material  the second - made of polyethylene  impermeable;
2. Surface slippery  well-positioned needles  threads and other fine med. measures;
3. Basic composition of the kit:
     • Patient blanket for craniotomy with incisive (antimicrobial) well-adhesive film  has a large integrated fluid collection bag with outlet openings. Size 215 cm (± 25 cm) x 350 cm (± 60 cm) - 1 pc.
     • Covered tool tables with absorbent reinforcement 150 x 200 (± 10 cm) - 1 pc;
4. 3-level packaging with a sterility control system i.e. at least 2 stickers with packaging sterility and production data.",,,300.0,150,,,21.66,EUR,,,0.0,Molnlycke,
51,0005,507730-2018,14,,set-C-section,"1. Material for single use  sterile  made of at least 2 layers: the top layer absorbs fluids well and is made of non-woven material  second - of polyethylene  impermeable;
2. The set consists of:
     • Covered with incisive  well-slip film  with liquid control bag  size 230x320 (± 30 cm) - 1pc;
     • cover 150 x 200 cm (± 10 cm) for the instrument table - 1 piece;
     • Adhesive tape 9 x 50 cm (± 5 cm) - 1 pc.
3. Pack of 3 levels with a sterility control system  i. at least 2 stickers with packaging sterility and production data;
4. Complies with EN 13795 requirements.",,,1000.0,500,,,12.0,EUR,,,0.0,OneMed,
52,0005,507730-2018,12,,set-arthroscopy,"Sterile;
     • Covered with non-woven fiber  high absorbency  centered with elastic material with hole  size 220 x 300 cm (± 20 cm) - 1 piece  liquid-proof bag with outlet attached to the blanket.
     • cover 150 x 200 cm (± 10 cm) for the instrument table - 1 piece;
     • blanket for Mayo table  reinforced 80 x 150 cm (± 10 cm) - 1 piece;
     • stockings 22 x 75 cm (± 5 cm) - 1 pc.
     • Adhesive tape 9 x 49 cm (± 5 cm) - 2 pcs.
     • 3-level packaging with a sterility control system  i.e. at least 2 stickers with packaging sterility and production data;
     • meet the requirements of EN 13795-1 2 3.",,,900.0,450,,,13.33,EUR,,,0.0,OneMed,
53,0005,507730-2018,31,,set-angiography,"with radial type blanket
    • Angiographic blanket made of three layers: upper layer of non-woven material  middle polyethylene  lower layer of non-woven material  with two transparent edges. Size: 230 x 370 ± 10 cm. The cover has two oval openings for 12x9 ± 2 cm radial access and two round openings d14 ± 2 cm for femoral access. The size of the large fluid absorbing zone is 100 x 120 ± 5 cm and 100 x 75 ± 5 cm.
    • Absorbent blanket for instrumentation table 140 x 190 cm ± 10 cm - 1 pc.
    • Covered with adhesive edge 75 x 75 ± 5 cm - 1 pc;
    • Polyethylene cover with rubber angiograph tube  length 45 ± 5 cm  diameter - 85 ± 5 cm - 1 pc. Suitable for both angiographs;
    • Woven or non-woven wipes 10 x 20 cm - 20 pcs .;
    • 3-level packaging with a sterility control system  i.e. at least 2 stickers with packaging sterility and production data;
    • Complies with EN 13795-1 2 3.",,,2200.0,1100,,,21.81,EUR,,,0.0,Linea Alba,
54,0005,507730-2018,11,,drape-surgical-u-drape,"• Material for single use;
     • sterile;
     • made of at least 2 layers of material: the upper is made of non-woven material - it absorbs fluids well  the second - made of polyethylene  impermeable;
     • covered with a slit U-shaped slit  220 x 260 cm (± 20 cm)  slit width - 15 cm (± 5 cm)  depth 95 (± 5 cm);
     • 3-level packaging with a sterility control system  i.e. at least 2 stickers with packaging sterility and production data;
     • complies with EN 13795 requirements.",,,2100.0,1050,,,6.19,EUR,,,0.0,OneMed,
55,0005,507730-2018,19,,drape-surgical-adhesive,"Sterile drapes with an adhesive slot * 50 x 60 cm (± 5 cm)
     • single use;
     • sterile packaging;
     • Made of 2 layers: the upper layer absorbs fluids well and is made of non-woven fabric  bottom - made of polyethylene  impermeable  with a hole in the center of the blanket;
     • the edges of the opening are sticky;
     • Hypoallergenic adhesives;
     • 3-level packaging with a sterility control system  i.e. at least 2 stickers with packaging sterility and production data.",,,8400.0,4200,,,0.48,EUR,,,0.0,OneMed,
56,0005,507730-2018,20,,drape-surgical-adhesive,"Sterile drapes with an adhesive edge 70 * x 90cm (± 5cm)
     • single use;
     • sterile;
     • High absorbency  made of 2 layers: the upper layer absorbs fluids well and is made of non-woven material  the second - made of polyethylene  impermeable;
     • Hypoallergenic adhesives;
     • 3-level packaging with a sterility control system  i.e. at least 2 stickers with packaging sterility and production data.",,,16000.0,8000,,,0.75,EUR,,,0.0,Skirgesa,
57,0005,507730-2018,32,,drape-equipment-mayo stand cover,"• Size 77x145 ± 5 cm; absorbent layer 65x85 ± 5 cm  3 layers  non-woven  non-slip surface. Material 100% impervious to liquids.
     • 3-level packaging with a sterility control system  i.e. at least 2 stickers with packaging sterility and production data.
     • Complies with EN 13795-1 2 3.",,,14000.0,7000,,,1.29,EUR,,,0.0,OneMed,
58,0005,507730-2018,4,,bag-fluid collection,"Liquid collection bag
     • single use;
     • sterile;
     • Made of transparent  durable material;
     • The bag must have an integrated frame that supports the shape  a stopper for liquid draining;
     • In the upper part of the bag  a stick tape that has a good grip on the cotton or nonwoven blanket;
     • Size 60 x 60 cm (± 10 cm);
     • 3-level packaging with a sterility control system  i.e. at least 2 stickers with packaging sterility and production data;
     • complies with EN 13795;
     • Mölnlycke Ref 831200 or equivalent.",,,400.0,200,,,5.0,EUR,,,0.0,OneMed,
59,0006,66360-2019,PG9,,drape-surgical-spinal anesthesia ,1st canvas with adhesive fixing  60-80 x 70-90 cm. The hole should be 6-9x12-16cm or the hole diameter should be 9-15cm. Glue strip should be provided along one short side or in the corners.,,,5000.0,2500,,,,,,,,,
60,0007,64266-2019,6,4.0,bag-urology-urine meter ,Changing bag system 1 500 l  measuring chamber 500 ml  tube 150 cm,,,7000.0,2333,,,,,,,,,
61,0007,64266-2019,6,1.0,accessories-urology-urine meter,closed urinary drainage system 2.600 ml  measuring chamber 400 ml  tube 150 cm  drip chamber  with drain valve  urine sampling point  hose clamp,,,5100.0,1700,,,,,,,,,
62,0007,64266-2019,6,2.0,accessories-urology-urine meter,closed urinary drainage system 1 500 l  measuring chamber 500 ml  tube 110 -170 cm  drip chamber  with change bag  urine sampling point  hose clamp,,,3400.0,1133,,,,,,,,,
63,0007,64266-2019,6,3.0,accessories-urology-urine meter,closed urinary drainage system 3 500 l  measuring chamber 500 ml  tube 110 -170 cm  drip chamber  with change bag  urine sampling point  hose clamp,,,5000.0,1667,,,,,,,,,
64,0008,37332-2019,1.6,,set-vertical detection,"1.6 Vertical detection set w / incision cloth number
1.6.1 Vertical staircase with intersection cloth 320x213 cm  Intersection area 48x25 cm. Liquid collection bag w / faucet  2x instrument bag (1 on each side of the muzzle)  2 x hose holders (1 on each side)  Lime edge along top  transparent 1
1.6.2 Instrument board 200x150 cm 1
1.6.3 Assistance table bag 80x145 cm 1
1.6.4 Towels 4",,,4000.0,2000,,,,,,,,,
65,0008,37332-2019,1.1,,set-universal,"1.1 Universal set reinforced number
1.1.1 Sheet w / lime edge 250x150 cm 1
1.1.2 Sheet w / lime edge 183x183 cm 1
1.1.3 Tablecloth / wrapping 200x150 cm 1
1.1.4 Clinic cloth w / lime edge 100x75 cm 2
1.1.5 Liquid-tight op-tape with glue 10x55 cm 1
1.1.6 Assistance table bag 80x145 cm 1
1.1.7 Towels  paper 4",,,42000.0,21000,,,,,,,,,
66,0008,37332-2019,1.4,,set-TUR,"1.4. TUR set number
1.4.1 Table top cover (which is also inside package) 150x190 cm 1
1.4.2 Cover piece with various holes 75x175 cm 1
1.4.3 Leg pockets 75x120 cm 2
1.4.4 Liquid-tight tape up to 9x49 cm 1",,,5000.0,2500,,,,,,,,,
67,0008,37332-2019,1.3,,set-extremity,"1.3. Extremity set number
1.3.1 Extremity sheet 228x300 1
1.3.2 Instrument board sheet 150x200 cm 1
1.3.3 Assistance table bag 78x144 cm 1
1.3.4 Clinic cloth with lime edge 100x75 cm 1
1.3.5 Sheet without lime edge 150x150 1
1.3.6 Liquid-tight tape 10x55 cm 3
1.3.7 Paper towels 4",,,32.0,16,,,,,,,,,
68,0008,37332-2019,1.2,,set-children,"1.2 Universal set of children number
1.2.1 On tape 10x55 cm 1
1.2.2 Paper Towels 4
1.2.3 assistance table bag (size) 1 (mayo table)
1.2.4 Adhesive Clinic Cloths 2
1.2.5 Adhesive surgical sheet Medium and large 2
1.2.6 Table Laken 1",,,1800.0,900,,,,,,,,,
69,0008,37332-2019,1.5,,set-abdominal perineal,"1.5 Abdominal perineal number
1.5.1 Larapaskopilak w / leg pockets Leg bags 200x320 cm  Hole perineal 6x15 cm  Hole Abdominal 25x30 cm 1
1.5.2 Assistance table bag 79x145 cm 1
1.5.3 Clinic cloth self-adhesive 50x90 cm 1
1.5.4 Fluid tight up tape 9x49 cm 1
1.5.5 Towels (paper? 4
1.5.6 Instrument board 150x190 cm 1",,,540.0,270,,,,,,,,,
70,0008,37332-2019,1.28,,drape-equipment-mayo stand cover,Support table bag reinforced corresponding size 78x144cm  It is not with knit  it is in waterproof material with absorbent surface ,,,22000.0,11000,,,,,,,,,
71,0008,37332-2019,1.33,,bag-instrument ,Instrument bag corresponding to 33cmx38 cm,,,32600.0,16300,,,,,,,,,
72,0008,37332-2019,1.34,,bag-fluid collection ,Fluid pickup corresponding to size 50x55cm,,,6000.0,3000,,,,,,,,,
73,0009,37791-2019,15,,respiratory-ventilation circuit,Anesthesia fan hose two hose system  etc. coaxial  about 2 m  double moisture traps ,,5209002,2400.0,1200,,,,SEK,,105.0,11.33,,
74,0009,37791-2019,16,,respiratory-ventilation circuit,Anesthesia fan hose one hose system  angled knee with gas sampling port about 3 m  limbo electric equivalent,,AFPXXXXX/GE LIMBO,120.0,60,,,,SEK,,61.25,6.61,,
75,0010,CFT020-6509/17-CPSU09072D17JC,,,respiratory-ventilation circuit,"Item Description: Mapelson C circuits
Functional Description: to deliver oxygen and anaesthetic agents and eliminate carbon dioxide during anaesthesia
Technical Specifications:
 2 Litre  latex free rebreathing bag
 Overflow APL valve
 22mm male / 15F patient end connector
 Nipple ended fresh gas flow tube
 Tubing must be Kink resistant
 Length of tubing 3m
 Disposable
 Individually Packed
 Fully assembled ",,,4500.0,1500,,,,,,,,,
76,0011,CFT020-6509/17-CPSU09072D17JC,1,,respiratory-ventilation circuit,"Disposable Anaesthetic Co-Axial./Bain/Mapelson 'D'
Breathing System consisting of:-
1. 22mm Female Connector For Fresh Gas Intlet
2. Ending With a 22 mm Male / 15mm Female Connector.
3. An Expiratory Anti - Pollution Valve 30mm
4. 2 Litre Rebreathing Bag
5. Length 1.8 Metres (approx.)",,,168.0,84,,,,EUR,1426.32,8.59,9.77,Drugsales Ltd.,
77,0011,CFT020-6509/17-CPSU09072D17JC,3,,respiratory-ventilation circuit,"- Disposable paediatric Mapelson C circuits consisting of 1 litres
re breathe bag  overflow APL valve  22mm male / 15F patient end connector   nipple ended
fresh gas flow tube 3 metres long",,,160.0,80,,,,EUR,1260.80,7.88,8.97,Drugsales Ltd.,
78,0011,CFT020-6509/17-CPSU09072D17JC,4,,respiratory-ventilation circuit,"Disposable paediatric Mapelson C circuits consisting of 0.5 litres
re breathe bag   overflow APL valve  22mm male / 15F patient end connector   nipple ended
fresh gas flow tube 1.8 metres long",,,160.0,80,,,,EUR,1358.40,8.49,9.66,Drugsales Ltd.,
79,0012,CFT020-0231/18-CPSU09057D18JC,2,,respiratory-ventilation circuit,"Disposable Y Piece anaesthetic circuit consisting of Y piece connected to two 1.6m limbs. One
limb ending with 22mm female and one limb ending with a 22mm male. Y piece ending with 22 mm male
and 15mm female.",,,11427.0,5714,,,,EUR,26189.20,2.33,2.65,Micar Medics Ltd.,
80,0013,GPS43001D13IT - CFQ020-20404/18,,,respiratory-ventilation circuit,"Adult Ventilation circuits dual heated with pressure line and autofed chamber to be used
with Fisher and Paykel humidifiers 800 series (leaf connector) ",,,200.0,100,,,,EUR,4582.57,22.91,26.07,Technoline,
81,0014,CFT020-6133/17-CPSU09031D17JC,,,respiratory-ventilation circuit,"Disposable Mapelson C circuits consisting of 2 litres rebreathe bag  overflow APL valve 
22mm male / 15F patient end connector   nipple ended fresh gas flow tube 3.0 metres long.",,,3340.0,1670,,,,EUR,21376.00,6.4,7.28,Technoline,
82,0015,71240-2019,86,,tubing-nasogastric ,Disposable; transparent; flexible; rounded open end; a plug for clogging the probe; made of PVC or equivalent; at the back of the probe  the angular connector connects tightly to the disposable power syringe.,,,21900.0,10950,,,,,,,,,
83,0015,71240-2019,80,,drape-surgical-vertical isolation,Sterile; disposable; made of transparent polyethylene or equivalent; without latex; size 330 x 240 cm +/- 10 cm; integrated fluid collection pouch with fluid outlet; two integrated tube holders; two integrated diathermic coagulation bagsl expiry date of the product on the packaging. ,,,200.0,100,,,,,,,,,
84,0015,71240-2019,49,,bag-isolation ,Bags for insulated donory organ storage  50 x 50  made of transparent  soft  flexible plastic or equivalent material  impermeable - rectangular with double polyester or equivalent fastening / binding cords; sterile (symbol on the packaging); foldable 10-15 cm edges - packed in 1 piece size 49 +/- 2 cm X 49 +/- 2 cm; the expiry date of the product marked on the packaging. ,,,1500.0,750,,,,,,,,,
85,0015,71240-2019,85,,accessories-urology-urine meter,Transparent; vessel graduated to 400-450 ml at the bottom of the outlet valve - a tube connecting to the bladder catheter  a latex material of up to 120 cm in length at the bottom of a 2000 ml sachet discharge valve.,,,450.0,225,,,,,,,,,
86,0016,71329-2019,1,2.0,set-universal,2 A transfer square 86x86 cm contains: - 1 table cover  140x190 cm containing: - 1 adhesive head field 260x160 cm  with reinforcement 39x67cm - 1 footadhesive field 210x196 cm  with reinforcement 39x67cm - 2 side adhesive fields 120x98 cm  with reinforcement 39x67 cm - 2 Velcro straps 2.5x13 cm - 4 hand towels 30x20 cm unfolded 2616,"Un carré de transfert 86x86 cm contient : - 1 couvre-table  140x190 cm contenant : - 1 champ de tête adhésif 260x160 cm  avec renfort 39x67cm - 1 champ de piedsadhésif 210x196 cm  avec renfort 39x67cm - 2 champs latéraux adhésifs 120x98 cm  avec renfort 39x67 cm - 2 bandes auto-agrippantes 2.5x13 cm - 4 essuie-mains 30x20 cm dépliés        2616
",,10464.0,2616,,,,,,,,,
87,0016,71329-2019,1,4.0,set-universal,4 Transfer square 112x112 cm contains: - 1 table cover 140x190 cm  containing: - 1 adhesive head field 254x183 cm  absorbent reinforcement 39x67 cm  passetbill - 1 split field 240x304 cm  U adhesive 7x107 cm  absorbent reinforcement 70x127 cm - 1 approach field 98x98 cm - 1 split field PE 152x213 cm  U adhesive 20x76 cm - 4 transparent adhesive strips 8x40 cm - 2 hand towels 30x20 cm unfolded 210,"4        Un carré de transfert 112x112 cm contient : - 1 couvre-table 140x190 cm   contenant : - 1 champ de tête adhésif 254x183 cm  renfort absorbant 39x67 cm  passetubulures - 1 champ fendu 240x304 cm  U adhésif 7x107 cm  renfort absorbant 70x127 cm - 1 champ d’approche  98x98 cm - 1 champ fendu PE 152x213 cm  U adhésif 20x76 cm - 4 bandes adhésives transparentes 8x40 cm - 2 essuie-mains 30x20 cm dépliés        210
",,840.0,210,,,,,,,,,
88,0016,71329-2019,1,8.0,set-universal,8 A table cover 125x230 cm contains: - 1 adhesive field 98x142 cm - 2 leggings 79x140 cm - 1 hand towel 58x39 cm - 1 gluteal area 96x126 cm - 1 adhesive care field 45x50 cm 380,8        Un couvre-table 125x230 cm contient : - 1 champ adhésif 98x142 cm - 2 jambières  79x140 cm - 1 essuie-mains 58x39 cm - 1 champ sous-fessier 96x126 cm - 1 champ de soins  adhésif 45x50 cm        380,,1520.0,380,,,,,,,,,
89,0016,71329-2019,1,10.0,set-universal,10 A table cover 140x190 cm contains: - 1 split field 196x279 cm  with U adhesive 6x64 cm  45x51 cm  anti-slip mat for instruments  2 tubing passes - 1 field turban adhesive 82.5x107 cm - 1 table cover of Mayo 80x142 48 cm,10        Un couvre-table 140x190 cm contient : - 1 champ fendu 196x279 cm  avec U adhésif 6x64 cm   45x51 cm  tapis antidérapant pour instruments  2 passe tubulures - 1 champ turban adhésif 82 5x107 cm - 1 housse de table de Mayo 80x142 cm        48,,192.0,48,,,,,,,,,
90,0016,71329-2019,1,9.0,set-TUR,9 Kit R.T.U. with pocket of collection 1 cellduk 18x25 cm 1 pass-tubulure 9x18 cm 1 field R.T.U. 175x215 cm with collection bag and sieve  openings 8 cm and 5 cm  fingerstall 1 table field 150x190 cm 648,9        Trousse R.T.U. avec poche de recueil 1 cellduk 18x25 cm 1 passe-tubulure 9x18 cm 1 champ R.T.U. 175x215 cm avec poche de recueil et tamis  ouvertures 8 cm et 5 cm  doigtier 1 champ de table 150x190 cm         648,,2592.0,648,,,,,,,,,
91,0016,71329-2019,1,1.0,set-standard XL,1 universal kit 'Standard' XL  2 adhesive fields 100x100 cm 4 cellduk 18x25 cm 1 op-tape 9x49 cm 1 adhesive field 175x175 cm 1 adhesive field 150x240 cm 1 table field 150x190 cm ,,,4296.0,1074,,,,,,,,,
92,0016,71329-2019,1,3.0,set-hand,3 Hand bag (packed) 1 table field 100x150 cm 1 hand field 150 / 370x280 cm  opening 3.5 cm (elastic) 1 table field 150x190 cm 1 packing field 100x100 cm 370,3        Trousse de main (emballé) 1 champ de table 100x150 cm  1 champ de main 150/370x280 cm  ouverture 3 5 cm (élastique) 1 champ de table 150x190 cm  1 champ d'emballage 100x100 cm        370,,1480.0,370,,,,,,,,,
93,0016,71329-2019,1,6.0,set-extremity knee,6 Bilateral end kit (knee) 4 cellduk 18x25 cm 2 OP-tape 9x49 cm 1 bilateral field (leg) 200x300 cm  openings 7 cm (elastic  2) 1 reinforced table field 150x190 cm 30,"6        Trousse d'extrémité bilatérale (genou) 4 cellduk 18x25 cm 2 OP-tape 9x49 cm 1 champ bilatéral (jambe) 200x300 cm  ouvertures 7 cm (élastique  2) 1 champ de table renforcé 150x190 cm         30
",,120.0,30,,,,,,,,,
94,0016,71329-2019,1,5.0,set-end drape,5 End kit (packaged) 4 cellduk 18x25 cm 1 table field 150x190 cm 2 OP-tape 9x49 cm 1 end field 230x315 cm  opening 7 cm (elastic) 1 reinforced table field 150x190 cm 1 packing field 100x100 cm 288,"5        Trousse d'extrémité  (emballée) 4 cellduk 18x25 cm 1 champ de table 150x190 cm 2 OP-tape 9x49 cm 1 champ d'extrémité 230x315 cm  ouverture 7 cm (élastique) 1 champ de table renforcé 150x190 cm 1 champ d'emballage 100x100 cm        288
",,1152.0,288,,,,,,,,,
95,0016,71329-2019,1,7.0,set-craniotomy,7 skull kit 2 cellduk 19x25 cm 1 op-tape 9x49 cm 4 fields 50x50 cm 1 skull field 230x300 cm  incision film 30x20 cm 1 table field 150x190 cm 105,7        Trousse de crâne 2 cellduk 19x25 cm 1 op-tape 9x49 cm 4 champs 50x50 cm 1 champ de crâne 230x300 cm  film d’incision 30x20 cm 1 champ de table 150x190 cm          105,,420.0,105,,,,,,,,,
96,0017,76273-2019,31,,tubing-ventilation,Disposable must be clinically clean. The product should not contain latex. Pipe length varies - 2.0 m ± 5 cm (stretched). Diameter 22mm. Connectors 22F.,Vamzdelis kvėpavimo sistemai. Vienkartinis  turi būti kliniškai švarus.  Gaminio sudėtyje neturi būti latekso. Vamzdelio ilgis kintamas - 2.0 m ±5 cm (ištempus ). Skersmuo 22mm. Jungtys 22F.,,3600.0,1200,,,,,,,,,
97,0017,76273-2019,30,,tubing-oxygen supply,"Disposable  clinically clean. Made of PVC or analogous material without latex. At the distal and proximal ends  the connectors are in the form of a ""funnel"" suitable for attaching an oxygen supply mask or nasal cannula. Length 210-220cm. Packed in 1 pcs.",Deguonies tiekimo vamzdelis. Vienkartinis  kliniškai švarus. Pagamintas iš PVC arba analogiškos medžiagos  be latekso. Distaliniame ir proksimaliniame gale jungtys „piltuvėlio“ formos  tinkanti prijungti deguonies tiekimo kaukė arba nosies kaniulė. Ilgis 210-220cm. Supakuota po 1 vnt.,,2000.0,667,,,,,,,,,
98,0017,76273-2019,47,,tubing-CPAP,Clinically clean. One-time. Must have CE marking. The product should not contain latex. The 1.70-1.75m respiratory system must consist of: corrugated 15mm diameter tube - length 1.18-1.22m; 5mm ID / 8mm OD tube - 48-50cm .; moisture collector with self-closing cap - 1pc; extra 38-40cm. branch (22F and elastic 9-11mm) - 1pcs. Connections: on the machine side 22F; patient side 5mm ID / 8mm OD.,CPAP kvėpavimo kontūras. Kliniškai švarus. Vienkartinis. Turi turėti CE ženklinimą. Gaminio sudėtyje neturi būti latekso. 1 70-1 75m kvėpavimo sistemą turi sudaryti: gofruotas 15mm diametro vamzdelis – ilgis 1 18-1 22m; 5mm ID /8mm OD vamzdelis – 48-50cm.; drėgmės rinktuvas su savaime uzsidaranciu dangteliu - 1vnt.; papildoma 38-40cm. atšaka (22F ir elastinė 9-11mm) – 1vnt. Jungtys: aparato pusėje 22F; paciento pusėje 5mm ID /8mm OD.,,1400.0,467,,,,,,,,,
99,0018,PaLS-1363,7,,tubing-conductive,Tubing Conductive. Conductive;Transparent; Sterile; Double Wrapped; Single Use; CE Marked; Natural rubber latex free; (5mm & 7mm Inner Width); 2.75 Metre & 3.7 Metre lengths; (Approximate lengths); Female/Female /Male Connection,,,105000.0,35000,,,,GBP,300000.00,1.67,2.2,IVOR SHAW LTD (Pennine),
100,0018,PaLS-1363,7,,tubing-conductive,Tubing Conductive. Conductive;Transparent; Sterile; Double Wrapped; Single Use; CE Marked; Natural rubber latex free; (5mm & 7mm Inner Width); 2.75 Metre & 3.7 Metre lengths; (Approximate lengths); Female/Female /Male Connection,,,75000.0,25000,,,,GBP,300000.00,1.67,2.2,IVOR SHAW LTD (Pennine),
101,0018,PaLS-1363,9,,tubing-bubble,Conductive & Non-Conductive; Non-sterile; CE Marked; Natural rubber latex free; 30 Metre Length (Approximate Length); (7mm Inner Width),,,10000.0,3333,,,,GBP,330000.00,33.0,43.59,BUNZL RETAIL HEALTHCARE SUPPLIES LTD,
102,0019,PaLS-575,2,,respiratory-ventilation circuit-infant,https://docs.google.com/document/d/1ydJTZaCl-MNBCn24cn1av62e15r-kXEKNq1rxVaVcBo/edit,,,1050.0,350,,,,GBP,27979.00,26.65,35.2,Intersurgical,
103,0019,PaLS-575,1,,respiratory-ventilation circuit-adult,https://docs.google.com/document/d/1ydJTZaCl-MNBCn24cn1av62e15r-kXEKNq1rxVaVcBo/edit,,,10500.0,3500,,,,,,,,,Not awarded
104,0019,PaLS-575,3,1.0,respiratory-CPAP circuit-infant,https://docs.google.com/document/d/1ydJTZaCl-MNBCn24cn1av62e15r-kXEKNq1rxVaVcBo/edit,,,2520.0,840,,,,,,,,,Not awarded
105,0019,PaLS-575,3,2.0,respiratory-CPAP circuit-infant,https://docs.google.com/document/d/1ydJTZaCl-MNBCn24cn1av62e15r-kXEKNq1rxVaVcBo/edit,,,5880.0,1960,,,,,,,,,Not awarded
106,0019,PaLS-575,3,3.0,respiratory-CPAP circuit-infant,https://docs.google.com/document/d/1ydJTZaCl-MNBCn24cn1av62e15r-kXEKNq1rxVaVcBo/edit,,,2310.0,770,,,,,,,,,Not awarded
107,0020,PaLS-1211,2,1.0,respiratory-ventilation circuit-infant,https://docs.google.com/document/d/1qcdEwI4fNferNe66qSI59I6rQ9bnA2qni0eeL_kSx4Q/edit,,,4800.0,1600,,,,GBP,627116.00,45.67,60.34,FISHER PAYKEL HEALTHCARE LIMITED,
108,0020,PaLS-1211,2,2.0,respiratory-ventilation circuit-infant,https://docs.google.com/document/d/1qcdEwI4fNferNe66qSI59I6rQ9bnA2qni0eeL_kSx4Q/edit,,,4100.0,1367,,,,GBP,627116.00,45.67,60.34,FISHER PAYKEL HEALTHCARE LIMITED,
109,0020,PaLS-1211,2,3.0,respiratory-ventilation circuit-infant,https://docs.google.com/document/d/1qcdEwI4fNferNe66qSI59I6rQ9bnA2qni0eeL_kSx4Q/edit,,,4830.0,1610,,,,GBP,627116.00,45.67,60.34,FISHER PAYKEL HEALTHCARE LIMITED,
110,0020,PaLS-1211,1,,respiratory-ventilation circuit-adult,https://docs.google.com/document/d/1qcdEwI4fNferNe66qSI59I6rQ9bnA2qni0eeL_kSx4Q/edit,,,12000.0,4000,,,,GBP,806400.00,67.2,88.77,FISHER PAYKEL HEALTHCARE LIMITED,
111,0021,PaLS-32,,,respiratory-ventilation circuit,"Specification – Single Patient use Entonox Breathing Circuits
    • Single Patient Use.
    • Latex Free.
    • Standard corrugated tubing - length 3m approx. (no less than 2.4m).
    • Entonox demand valve end with 22mm female connector.
    • Circuit must include a 15mm male mouthpiece.
    • Must include exhalation/AGSS Port
",,,10000.0,10000,,,18.0,GBP,,,0.0,,
112,0022,78329-2019,16,2.0,respiratory-tubing,Tube for breathing  50 m For use on an ultrasonic inhaler  corrugated. Diameter 22 mm  cut every 150 mm. Roll 50 m.,Vamzdelis kvėpavimo  50 m        Skirtas naudoti ultragarsiniam inhaliatoriui  gofruotas. Skersmuo 22 mm  karpomas kas 150 mm. Rulone 50 m.,,5.0,3,,,,,,,,,
113,0022,78329-2019,16,4.0,respiratory-mouthpiece,Mouthpiece for breathing  adult Use for ultrasonic inhaler. Disposable  straight. Suitable for 22 mm diameter breathing tube  without additional connections.,Kandiklis  kvėpavimo  suaugusiems        Skirtas naudoti ultragarsiniam inhaliatoriui. Vienkartinis  tiesus.Turi tikti 22 mm skersmens kvėpavimo vamzdeliui  be papildomų jungčių. ,,1015.0,508,,,,,,,,,
114,0022,78329-2019,16,3.0,respiratory-mask,Mask  aerosol  for adults For use with an ultrasonic inhaler. Must be a 22 mm diameter breathing tube. The mask should be with a strap  without latex.,Kaukė  aerozolinė  suaugusiems        Skirta naudoti ultragarsiniam inhaliatoriui. Turi tikti 22 mm skersmens kvėpavimo vamzdeliui. Kaukė turi būti su sutvirtinimo juostele (gumele)  be latekso.,,500.0,250,,,,,,,,,
115,0022,78329-2019,16,1.0,respiratory-filter-HME,Respiratory  Combined  Single-Use Filter For use with anesthetic and other respiratory systems  perform filtration and heat-moisture restoration functions. Made of plastic material without allergic properties (without latex)  disposable. filter operation based on electrostatic principle of operation. There must be a heat and humidity regulator. The filter must be tested for virus and bacteria retention in accordance with international methodologies (copies of test protocols issued by an independent laboratory). Filter volume - 48 ml  resistance - not more than 2.6 cm H2O at 60 ml / min  humidity recovery - at least 30.6 mg H2O (VT 500ml). Conical connectors: 22F / 15M connector  22M / 15F connector and optional Luer Lock connector for monitoring. Pack 1 bag. ,Filtras kvėpavimo  kombinuotas  vienkartinis        Skirtas naudoti su anesteziologinėmis ir kitomis kvėpavimo sistemomis  atlikti filtravimo ir šilumos-drėgmės grąžinimo ligoniui funkcijas. Pagamintas iš plastikinės medžiagos  neturinčios alerginių savybių (be latekso)  vienkartinis. filtro veikimas pagrįstas elektrostatiniu veikimo principu. Turi būti šilumos ir drėgmės reguliatorius. Turi būti atliktas filtro testavimas dėl  virusų ir bakterijų sulaikymo pagal tarptautines metodikas (pateikti testavimo protokolų  išduotų nepriklausomos laboratorijos  kopijas). Filtro tūris – 48 ml  pasipriešinimas – nedaugiau kaip 2 6 cm H2O  esant 60 ml/min  drėgmės gražinimas – ne mažiau kaip 30 6 mg H2O (VT 500ml). Konusinės jungtys: 22F/15M jungtis  22M/15F jungtis ir papildoma Luer Lock tipo jungtimi monitorizavimui. Įpakuoti į maišelį po 1 vnt.,,150.0,75,,,,,,,,,
